player1_id,player1_tag,player2_id,player2_tag,winner_id,winner_tag,loser_id,loser_tag,winner_score,loser_score,match_score,set_id,tournament_name,event_name,tournament_date
796048,Drilago,1539676,Steel Legend,796048,Drilago,1539676,Steel Legend,2,0,Score: 2-0,96133683,Encore Fight Night #61 - FT. 2XKO,2xko singles,2025-11-11
796048,Drilago,735414,Aero,735414,Aero,796048,Drilago,2,0,Score: 2-0,96133680,Encore Fight Night #61 - FT. 2XKO,2xko singles,2025-11-11
796048,Drilago,1539676,Steel Legend,796048,Drilago,1539676,Steel Legend,2,0,Score: 2-0,95858774,Encore Fight Night #60 - FT. 2XKO,2xko singles,2025-11-04
408064,PRC,796048,Drilago,408064,PRC,796048,Drilago,2,1,Score: 2-1,95281290,Encore Fight Night #58 - FT. 2XKO,2xko singles,2025-10-20
408064,PRC,1539676,Steel Legend,408064,PRC,1539676,Steel Legend,2,0,Score: 2-0,95281286,Encore Fight Night #58 - FT. 2XKO,2xko singles,2025-10-20
408064,PRC,1539676,Steel Legend,408064,PRC,1539676,Steel Legend,2,0,Score: 2-0,94506254,Encore Fight Night #55 - An FGC Weekly,2xko singles,2025-09-29
408064,PRC,1539676,Steel Legend,408064,PRC,1539676,Steel Legend,2,0,Score: 2-0,94223908,Encore Fight Night #54 - FT. 2XKO,2xko singles,2025-09-22
1539676,Steel Legend,735414,Aero,735414,Aero,1539676,Steel Legend,2,0,Score: 2-0,96133673,Encore Fight Night #61 - FT. 2XKO,2xko singles,2025-11-11
