player_id,player_tag,tournament_name,tournament_date,event_name,placement,total_entrants
3541933,localo,Jreej Cup 22 S3,28/10/2025,Jreej Cup,25,43
3541933,localo,Apasaï Tournament #137,26/10/2025,Ultimate Singles,17,37
3541933,localo,Champi Série #104,24/10/2025,Champi 1-UP,7,20
3541933,localo,♣️The organisation showdown♦️,26/10/2025,SSBU 1V1 EU RULESET,7,8
3541933,localo,RebirthCup S4-4🍂,24/10/2025,RebirthCup,17,24
3541933,localo,Marae Weekly Online S9#6,22/10/2025,Marae Weekly,7,18
3541933,localo,Apasaï Tournament #136,19/10/2025,Ultimate Singles,33,35
3541933,localo,S.H.I.E.L.D. STAB S6H05,18/10/2025,S.H.I.E.L.D. STAB S6,7,15
3541933,localo,Col'Online,08/11/2025,Col'Online Bracket,13,23
3541933,localo,Monday Night Fighters Season 20 - 1,18/11/2025,Ultimate Singles (EU Ruleset),5,31
3541933,localo,Shin Sekai S7-8⛩️,06/11/2025,ShinSekai,9,12
3541933,localo,Neo Dooms Gate | EDITION NOPIF,12/11/2025,DOOM'S GATE,17,20
3541933,localo,Neo Dooms Gate | DRAMA EDITION,05/11/2025,DOOM'S GATE,13,16
3541933,localo,Jreej Cup 23 S3,04/11/2025,Jreej Cup,13,30
3541933,localo,Amateur Zone #3,03/11/2025,Amateur Zone,2,16
3541933,localo,Leviathan Tournament #7,03/11/2025,SSBU SINGLES,5,7
3541933,localo,POM'pote #2,01/11/2025,POM'pote,9,14
3541933,localo,BloomBagarre - 31 oct.,01/11/2025,Khaousmash,13,32
3541933,localo,TNJ Tuesday #43,12/11/2025,Ultimate Singles,25,46
3541933,localo,Jreej Cup 24 S3,11/11/2025,Jreej Cup,17,27
3541933,localo,TALK SMACK GET BODIED #211,10/11/2025,Ultimate Singles,13,24
3541933,localo,PIVOT'GRAB #1 ~ Main Tendue 31,15/11/2025,PIVOT'GRAB 1V1,65,104
3541933,localo,BloomBagarre - 14 nov.,15/11/2025,Khaousmash,13,30
2674567,patronX,TNJ Tuesday #41,29/10/2025,Ultimate Singles,25,35
2674567,patronX,Monday Night Fighters Season 20 - 1,18/11/2025,Ultimate Singles (EU Ruleset),13,31
2674567,patronX,CitiSmash 24/10/2025,24/10/2025,Torneo Ultimate,25,32
2674567,patronX,Sobre Càrrega 2.2,18/10/2025,Ultimate Squad Strike,25,31
2674567,patronX,CitiSmash 10/10/2025,10/10/2025,Torneo Ultimate,13,32
2674567,patronX,CitiSmash 3/10/2025,03/10/2025,Torneo Ultimate,25,32
2674567,patronX,CitiSmash 26/09/2025,26/09/2025,Torneo Ultimate,25,31
2674567,patronX,CitiSmash 19/09/2025,19/09/2025,Torneo Ultimate,17,32
2674567,patronX,CitiSmash 12/09/2025,12/09/2025,Torneo Ultimate,25,32
2674567,patronX,Mamañema Series 2,10/09/2025,Mamanyema Singles,13,19
2674567,patronX,House Tournament OG,07/09/2025,House Tournament OG,7,9
2674567,patronX,Apasaï Tournament #129,31/08/2025,Ultimate Singles,17,28
2674567,patronX,CitiSmash 11/07/2025,11/07/2025,Torneo Ultimate,17,32
2674567,patronX,CitiSmah 4/7/2025,04/07/2025,Torneo Ultimate,25,31
2674567,patronX,CitiSmash 27/06/2025,27/06/2025,Torneo Ultimate,25,31
2674567,patronX,CitiSmash 31/10/2025,31/10/2025,Torneo Ultimate,25,32
2674567,patronX,CitiSmash 13/06/2025,13/06/2025,Torneo Ultimate,13,25
2674567,patronX,Afterlife #80,01/06/2025,Ultimate Singles,33,60
2674567,patronX,CitiSmash 30/5/2025,30/05/2025,Torneo Ultimate,17,32
2674567,patronX,Citismash 23/05/2025,23/05/2025,Torneo Ultimate,17,23
2674567,patronX,Afterlife #79,27/04/2025,Ultimate Singles,33,63
2674567,patronX,Citismash 25/04/2025,25/04/2025,Torneo Ultimate,17,28
2674567,patronX,Casuals Parade 4,13/04/2025,Ultimate Singles (Items),49,53
2674567,patronX,CitiSmash 11/04/2025,11/04/2025,Torneo Ultimate,17,30
2674567,patronX,CitiSmash 04/04/2025,04/04/2025,Torneo Ultimate,17,24
2674567,patronX,Tram 51,29/03/2025,Ultimate Singles,65,105
2674567,patronX,CitiSmash 28/03/2025,28/03/2025,Torneo Ultimate,25,32
2674567,patronX,Cafe PX #3,23/03/2025,Ultimate Singles,17,19
2674567,patronX,TTT (Tigre Toño Tournament)#1,02/11/2025,Ultimate Singles,9,12
2674567,patronX,CitiSmash 7/11/2025,07/11/2025,Torneo Ultimate,13,31
2674567,patronX,CitiSmash 06/06/2025,06/06/2025,Torneo Ultimate,25,32
2674567,patronX,Afterlife #84,26/10/2025,Ultimate Singles,33,60
3418435,spoireau la peste,Session SE #226,16/11/2025,Ultimate Single,25,36
3418435,spoireau la peste,Session SE #222,19/10/2025,Ultimate Single,25,45
3418435,spoireau la peste,Dawnpath S1 #5,18/10/2025,1vs1 Tournoi Smash Ultimate,25,47
3418435,spoireau la peste,Tournoi à la Zob #SPECIAL - Maxebd5,24/10/2025,Ultimate 1v1,7,23
3418435,spoireau la peste,Dawnpath Special Edition,25/10/2025,1vs1 Tournoi Smash Ultimate,33,65
3418435,spoireau la peste,Apasaï Tournament #137,26/10/2025,Ultimate Singles,33,37
3418435,spoireau la peste,Battle Of Legend #59,28/10/2025,Battle Of Legends,17,22
3418435,spoireau la peste,Jreej Cup 22 S3,28/10/2025,Jreej Cup,33,43
3418435,spoireau la peste,salade tomate poireau 14 c (bientot) halloween,29/10/2025,bagarre 1v1,25,42
3418435,spoireau la peste,Shin Sekai S7-7⛩️,30/10/2025,ShinSekai,17,23
3418435,spoireau la peste,Cherbourg Weekly - #6,31/10/2025,SSBU - Singles,5,10
3418435,spoireau la peste,Session SE #224,02/11/2025,Ultimate Single,25,33
3418435,spoireau la peste,Monday Night Fighters Season 20 - 1,18/11/2025,Ultimate Singles (EU Ruleset),25,31
3418435,spoireau la peste,Battle Of Legend #60,04/11/2025,Battle Of Legends,3,5
3418435,spoireau la peste,Neo Dooms Gate | DRAMA EDITION,05/11/2025,DOOM'S GATE,7,16
3418435,spoireau la peste,Shin Sekai S7-8⛩️,06/11/2025,ShinSekai,9,12
3418435,spoireau la peste,Dawnpath S1 #7,08/11/2025,1vs1 Tournoi Smash Ultimate,33,54
3418435,spoireau la peste,tomieee1's rumble #46,09/11/2025,smash ultimate singles,7,8
3418435,spoireau la peste,TALK SMACK GET BODIED #211,10/11/2025,Ultimate Singles,17,24
3418435,spoireau la peste,Monday Night Fighters Season 19 - Finale,11/11/2025,Ultimate Singles (EU Ruleset),13,22
3418435,spoireau la peste,Battle Of Legend #61,12/11/2025,Battle Of Legends,13,22
3418435,spoireau la peste,TNJ Tuesday #43,12/11/2025,Ultimate Singles,25,46
3418435,spoireau la peste,Neo Dooms Gate | EDITION NOPIF,12/11/2025,DOOM'S GATE,13,20
3418435,spoireau la peste,Midweek Mashing #84,13/11/2025,Ultimate Singles,13,17
3418435,spoireau la peste,Dawnpath S1 #8,15/11/2025,1vs1 Tournoi Smash Ultimate,25,42
3418435,spoireau la peste,Antes del amanecer #10,15/11/2025,Ultimate Singles,13,15
3418435,spoireau la peste,Saturday Smashdown #33,16/11/2025,Smash Ultimate Bracket,5,13
3418435,spoireau la peste,TALK SMACK GET BODIED #212,17/11/2025,Ultimate Singles,33,36
3418435,spoireau la peste,TNJ Tuesday #40,22/10/2025,Ultimate Singles,13,23
3879491,x^2 - 84x + 1764 = 0,Saint-Nuage,27/09/2025,SSBU SINGLES,1,6
3879491,x^2 - 84x + 1764 = 0,Monday Night Fighters Season 20 - 1,18/11/2025,Ultimate Singles (EU Ruleset),25,31
3879491,x^2 - 84x + 1764 = 0,LET'S PLAY #V,27/09/2025,1v1 Smash Ultimate,25,31
3879491,x^2 - 84x + 1764 = 0,Monday Night Fighters Season 19 - 5,07/10/2025,Ultimate Singles (EU Ruleset),17,17
3879491,x^2 - 84x + 1764 = 0,VESTI'AIR #25 : WE ARE BACK,08/10/2025,Ultimates Singles,33,38
3879491,x^2 - 84x + 1764 = 0,Leviathan Tournament #4 - Under The Sea,09/10/2025,SSBU SINGLES,5,8
3879491,x^2 - 84x + 1764 = 0,WaveDashEveryWhere #1 S2,08/10/2025,SSBU SINGLES,1,8
3879491,x^2 - 84x + 1764 = 0,($30 PRIZE POOL) The Diamond League #1: Losers Run (NO WR CAP),09/10/2025,Diamond League,33,50
3879491,x^2 - 84x + 1764 = 0,RebirthCup S4-2🍂,10/10/2025,RebirthCup,13,13
3879491,x^2 - 84x + 1764 = 0,Leviathan Tournament #5 - Into the Abyss,11/10/2025,SSBU SINGLES,13,14
3879491,x^2 - 84x + 1764 = 0,Bussy Esport Vibes 2025,11/10/2025,Bussy Esport Vibes 2025,65,129
3879491,x^2 - 84x + 1764 = 0,Leviathan Tournament #6 - Gyarados Appear,15/10/2025,SSBU SINGLES,13,18
3879491,x^2 - 84x + 1764 = 0,Tyskie Invitationnal,13/10/2025,THE LAST,1,8
3879491,x^2 - 84x + 1764 = 0,Play Smash Ultimate #11,17/10/2025,Ultimate Singles,13,28
3879491,x^2 - 84x + 1764 = 0,Shieldbreakers Stockholm Weekly #126,26/10/2025,Redemption Bracket,7,9
3879491,x^2 - 84x + 1764 = 0,WaveDashEveryWhere #2 S2,02/11/2025,SSBU SINGLES,1,9
3879491,x^2 - 84x + 1764 = 0,Anniv du goat Tyskie,05/11/2025,SSBU SINGLES,2,12
3879491,x^2 - 84x + 1764 = 0,WaveDashEverywhere #3 S2,08/11/2025,SSBU SINGLES,1,6
3879491,x^2 - 84x + 1764 = 0,Marae Weekly Online S9#8,12/11/2025,Marae Weekly,13,19
3879491,x^2 - 84x + 1764 = 0,Early-Morning Ethernet #11 [SWEATY],12/11/2025,SSBU Singles #23 [SWEATY],17,23
3879491,x^2 - 84x + 1764 = 0,WaveDashEveryWhere #4 S2,15/11/2025,SSBU SINGLES,1,10
3879491,x^2 - 84x + 1764 = 0,WaveDashEveryWhere #5 S2,16/11/2025,SSBU SINGLES,1,8
3879491,x^2 - 84x + 1764 = 0,Apasaï Tournament #140,16/11/2025,Ultimate Singles,25,32
3879491,x^2 - 84x + 1764 = 0,Jreej Cup 25  S3,18/11/2025,Jreej Cup,17,30
3879491,x^2 - 84x + 1764 = 0,Leviathan Tournament #7,03/11/2025,SSBU SINGLES,7,7
