player_id,player_tag,tournament_id,tournament_name,tournament_slug,tournament_date,placement,event_name,total_entrants
1459868,Re: VexZan,789934,VS Smack Down #3,tournament/vs-smack-down-3,2025-05-17,9,Ultimate Singles,22
1459868,Re: VexZan,791273,UP THE BLOCK #82 (5/18 - 5/25),tournament/up-the-block-82-5-18-5-25,2025-05-18,7,UGNY Smash Tournament (THUR 5/22),12
1459868,Re: VexZan,791274,Game Night at Dave and Busters #55,tournament/game-night-at-dave-and-busters-55,2025-05-22,13,Ultimate Singles,27
1459868,Re: VexZan,791302,VS Smack Down #4,tournament/vs-smack-down-4,2025-05-24,9,Ultimate Singles,21
1459868,Re: VexZan,793525,UP THE BLOCK #83 (5/25 - 6/1),tournament/up-the-block-83-5-25-6-1,2025-05-25,13,UGNY Smash Tournament (THUR 5/29),23
1459868,Re: VexZan,793355,Game Night at Dave and Busters #56,tournament/game-night-at-dave-and-busters-56-1,2025-05-29,9,Ultimate Singles,23
1459868,Re: VexZan,795784,UP THE BLOCK #84 (6/1 - 6/8),tournament/up-the-block-84-6-1-6-8,2025-06-01,17,UGNY Smash Ult. (THU 6/5),25
1459868,Re: VexZan,795647,Game Night at Dave and Busters #57,tournament/game-night-at-dave-and-busters-57,2025-06-05,13,Ultimate Singles,27
1459868,Re: VexZan,797939,UP THE BLOCK #85 (6/8 - 6/15),tournament/up-the-block-85-6-8-6-15,2025-06-09,9,UGNY Smash Tournament (THUR 6/12),18
1459868,Re: VexZan,798442,Game Night at Dave and Busters #58,tournament/game-night-at-dave-and-busters-58,2025-06-12,13,Ultimate Singles,25
1459868,Re: VexZan,745112,Waffle Games 8.0,tournament/waffle-games-8-0,2025-06-14,9,Super Smash Bros. Ultimate Singles,42
1459868,Re: VexZan,797932,VS Smack Down #7,tournament/vs-smack-down-7,2025-06-14,7,Ultimate Singles,14
1459868,Re: VexZan,799876,UP THE BLOCK #86 (6/15 - 6/22),tournament/up-the-block-86-6-15-6-22,2025-06-15,9,UGNY Smash Tournament (THUR 6/19),17
1459868,Re: VexZan,799635,VS Smack Down #8,tournament/vs-smack-down-8,2025-06-21,9,Ultimate Singles,26
1459868,Re: VexZan,803287,UP THE BLOCK #87 (6/23 - 6/29),tournament/up-the-block-87-6-23-6-29,2025-06-25,13,UGNY Smash Tournament (THUR 6/26),18
1459868,Re: VexZan,800761,Game Night at Dave and Busters #59,tournament/game-night-at-dave-and-busters-59,2025-06-26,25,Ultimate Singles,33
1459868,Re: VexZan,804296,UP THE BLOCK #88 (6/29 - 7/6),tournament/up-the-block-88-6-29-7-6,2025-06-29,9,UGNY Smash Tournament (THUR 7/3),15
1459868,Re: VexZan,804183,Game Night at Dave and Busters #60 $100 Bounty on Top 8,tournament/game-night-at-dave-and-busters-60-100-bounty-on,2025-07-03,25,Ultimate Singles,47
1459868,Re: VexZan,806277,Game Night at Dave and Busters #61 $75 prize pool SSBU!!,tournament/game-night-at-dave-and-busters-61-75-prize-pool,2025-07-09,25,Ultimate Singles,44
1459868,Re: VexZan,806124,VS Smack Down X ($100 pot bonus),tournament/vs-smack-down-x-100-pot-bonus,2025-07-12,17,Ultimate Singles,31
1459868,Re: VexZan,808652,UP THE BLOCK #90 (7/13 - 7/20),tournament/up-the-block-90-7-13-7-20,2025-07-14,13,UGNY Smash Tournament (THUR 7/17),18
1459868,Re: VexZan,808484,Game Night at Dave and Busters #62 $75  prize pool SSBU!!,tournament/game-night-at-dave-and-busters-62-75-prize-pool,2025-07-17,17,Ultimate Singles,53
1459868,Re: VexZan,810775,UP THE BLOCK #91 (7/20 - 7/27),tournament/up-the-block-91-7-20-7-27,2025-07-21,17,UGNY Smash Tournament (THUR 7/24),19
1459868,Re: VexZan,810274,VS Smack Down 12,tournament/vs-smack-down-12,2025-07-26,25,Ultimate Singles,37
1459868,Re: VexZan,812839,UP THE BLOCK #92 (7/27 - 8/3),tournament/up-the-block-92-7-27-8-3,2025-07-27,5,UGNY Smash Tournament (THUR 7/31),10
1459868,Re: VexZan,809426,The Fusion Arcadian 10,tournament/the-fusion-arcadian-10,2025-07-29,0,Unknown,0
1459868,Re: VexZan,812214,Waypoint Warriors 229,tournament/waypoint-warriors-229,2025-07-30,25,Smash Ultimate Singles,41
1459868,Re: VexZan,812694,VS Smack Down Finale,tournament/vs-smack-down-finale,2025-08-02,25,Ultimate Singles,48
1459868,Re: VexZan,815881,UP THE BLOCK #93 (08/04 - 08/10),tournament/up-the-block-93-08-04-08-10,2025-08-06,9,UGNY Smash Tournament (THUR 08/07),12
1459868,Re: VexZan,817325,UP THE BLOCK #94 (8/10 - 8/17),tournament/up-the-block-94-8-10-8-17,2025-08-11,9,Smash Ult. (THUR 8PM 8/14),18
1459868,Re: VexZan,819712,UP THE BLOCK #95 (8/17 - 8/22),tournament/up-the-block-95-8-17-8-22,2025-08-18,13,Smash Ult. (THUR 8PM 8/21),17
1459868,Re: VexZan,822055,UP THE BLOCK #96 (8/24 - 8/31),tournament/up-the-block-96-8-24-8-31-1,2025-08-25,13,Smash Ult. (THUR 8PM 8/28),17
1459868,Re: VexZan,821043,Game Night at Dave and Busters #63 $75 prize pool SSBU!!,tournament/game-night-at-dave-and-busters-63-75-prize-pool-ssbu,2025-08-28,25,Ultimate Singles,47
1459868,Re: VexZan,824612,UP THE BLOCK #97 (8/31 - 9/7),tournament/up-the-block-97-8-31-9-7,2025-09-01,13,Smash Ult. (THUR 8PM 9/4),20
1459868,Re: VexZan,824063,Game Night at Dave and Busters #64 $50 prize pool SSBU!!,tournament/game-night-at-dave-and-busters-64-50-prize-pool-ssbu,2025-09-04,25,Ultimate Singles,41
1459868,Re: VexZan,826823,UP THE BLOCK #98 (9/7 - 9/14),tournament/up-the-block-98-9-7-9-14,2025-09-07,5,Smash Ult. (THUR 8PM 9/11),9
1459868,Re: VexZan,826650,Game Night at Dave and Busters #65 $50 prize pool SSBU!!,tournament/game-night-at-dave-and-busters-65-50-prize-pool-ssbu,2025-09-11,17,Ultimate Singles,32
1459868,Re: VexZan,829109,Game Night at Dave and Busters #66 $50 prize pool SSBU!!,tournament/game-night-at-dave-and-busters-66-50-prize-pool-ssbu,2025-09-18,17,Ultimate Singles,29
1459868,Re: VexZan,832099,UP THE BLOCK #100 (9/21 - 9/28),tournament/up-the-block-100-9-21-9-28,2025-09-22,17,Smash Ult. (THUR 8PM 9/25) $400+ POT,31
1459868,Re: VexZan,831812,Game Night at Dave and Busters #67 $50 prize pool SSBU!!,tournament/game-night-at-dave-and-busters-67-50-prize-pool-ssbu,2025-09-25,13,Ultimate Singles,27
1459868,Re: VexZan,834426,UP THE BLOCK #101 (9/28 - 10/5),tournament/up-the-block-101-9-28-10-5,2025-09-28,9,Smash Ult. (THUR 8PM 10/2),13
1459868,Re: VexZan,834409,Game Night at Dave and Busters #68 $50 prize pool SSBU!!,tournament/game-night-at-dave-and-busters-68-50-prize-pool-ssbu,2025-10-02,17,Ultimate Singles,32
1459868,Re: VexZan,837705,UP THE BLOCK #102 (10/06 - 10/12),tournament/up-the-block-102-10-06-10-12,2025-10-06,5,Smash Ult. (THUR 8PM 10/09),11
1459868,Re: VexZan,839744,UP THE BLOCK #103,tournament/up-the-block-103,2025-10-16,9,Smash Ult. (THUR 8PM 10/16),11
1459868,Re: VexZan,840720,Game Night at Dave and Busters #70 $50 prize pool SSBU,tournament/game-night-at-dave-and-busters-70-50-prize-pool-ssbu,2025-10-16,17,Ultimate Singles,24
1459868,Re: VexZan,841214,TGC WANTED #32,tournament/tgc-wanted-32,2025-10-18,17,Smash Ult Double Elim,37
1459868,Re: VexZan,843079,Game Night at Dave and Busters #71 $50 prize SSBU,tournament/game-night-at-dave-and-busters-71-50-prize-ssbu,2025-10-23,13,Ultimate Singles,20
1459868,Re: VexZan,843492,UP THE BLOCK #105,tournament/up-the-block-105-2,2025-10-27,13,Smash Ult. (SAT 6PM 11/01),17
1459868,Re: VexZan,846251,Columbia Smash Fall 2025 Weekly #3,tournament/columbia-smash-fall-2025-weekly-3,2025-10-31,9,Ultimate Singles,14
1459868,Re: VexZan,847631,Waypoint Warriors 240,tournament/waypoint-warriors-240,2025-11-05,17,Smash Ultimate Singles,39
1459868,Re: VexZan,847497,UP THE BLOCK #106,tournament/up-the-block-106,2025-11-06,5,Smash Ult. (SAT 6PM 11/08),9
1459868,Re: VexZan,847664,Game Night at Dave and Busters #72 $50 prize pool SSBU,tournament/game-night-at-dave-and-busters-72-50-prize-pool-ssbu,2025-11-06,13,Ultimate Singles,26
1459868,Re: VexZan,848884,Columbia Smash Fall 2025 Weekly #4,tournament/columbia-smash-fall-2025-weekly-4-1,2025-11-07,7,Ultimate Singles,17
1459868,Re: VexZan,846387,TGC WANTED #34,tournament/tgc-wanted-34,2025-11-08,9,Smash Ult Double Elim,28
1459868,Re: VexZan,850706,Game Night at Dave and Busters #73 $50 prize pool SSBU,tournament/game-night-at-dave-and-busters-73-50-prize-pool-ssbu,2025-11-13,17,Ultimate Singles,24
1459868,Re: VexZan,851034,TGC WANTED #35,tournament/tgc-wanted-35,2025-11-15,13,Smash Ult Double Elim,29
1459868,Re: VexZan,843470,NEW WAVE @ NXT Legaci Gaming,tournament/new-wave-nxt-legaci-gaming,2025-11-16,13,Smash Ultimate,16
1459868,Re: VexZan,853697,Game Night at Dave and Busters #74 $100 Bounty on top 8,tournament/game-night-at-dave-and-busters-74-100-bounty-on-top-8,2025-11-20,17,Ultimate Singles,27
1459868,Re: VexZan,853848,Columbia Smash Fall 2025 Weekly #6,tournament/columbia-smash-fall-2025-weekly-6,2025-11-21,7,Ultimate Singles,10
2496977,Sampai,731981,Bug's Bash 11,tournament/bug-s-bash-11,2024-11-22,25,Bugs Bash Singles,25
2496977,Sampai,734629,Bug's Bash 12,tournament/bug-s-bash-12,2024-12-06,9,Bugs Bash Singles,13
2496977,Sampai,737156,Pace Smash Weekly Fall 2024 #8,tournament/pace-smash-weekly-fall-2024-8,2024-12-07,13,Ultimate Singles,19
2496977,Sampai,736264,12G Century Series: Holiday Harvest,tournament/12g-century-series-holiday-harvest,2024-12-16,33,Holiday Harvest - Ultimate Singles,79
2496977,Sampai,695079,Luminosity Makes BIG Moves 2025,tournament/luminosity-makes-big-moves-2025,2025-01-03,0,Unknown,0
2496977,Sampai,744547,12G Century Series: EXODUS,tournament/12g-century-series-exodus,2025-01-13,0,Unknown,0
2496977,Sampai,746626,Monday Night Mix 18 @ The New Yorker Hotel,tournament/monday-night-mix-18-the-new-yorker-hotel,2025-01-14,13,Smash Ultimate,15
2496977,Sampai,751044,BrookLAN Brawls #101: A Smash Ultimate Weekly Series,tournament/brooklan-brawls-101-a-smash-ultimate-weekly-series,2025-01-27,0,Unknown,0
2496977,Sampai,754779,Pace Smash Weekly Spring 2025 #1,tournament/pace-smash-weekly-spring-2025-1,2025-02-08,17,Ultimate Singles,26
2496977,Sampai,757685,Pace Smash Weekly Spring 2025 #2,tournament/pace-smash-weekly-spring-2025-2,2025-02-22,17,Ultimate Singles,23
2496977,Sampai,765099,TGC WANTED #19,tournament/tgc-wanted-19,2025-03-08,13,Smash Ult Double Elim,27
2496977,Sampai,764543,12G Spring Forward Arcadian - Volume 3,tournament/12g-spring-forward-arcadian-volume-3,2025-03-10,33,Ultimate Arcadian Singles,55
2496977,Sampai,770132,TGC WANTED #21,tournament/tgc-wanted-21,2025-03-22,9,Smash Ult Double Elim,20
2496977,Sampai,773076,Pace Smash Weekly Spring 2025 #4,tournament/pace-smash-weekly-spring-2025-4,2025-04-12,17,Ultimate Singles,23
2496977,Sampai,775244,Pace & SJU Present: Waypoint but BIGGER,tournament/pace-sju-present-waypoint-but-bigger,2025-04-26,0,Unknown,0
2496977,Sampai,784265,TGC MOST WANTED: THE DOUBLE ELIMINATION CHAMBER,tournament/tgc-most-wanted-the-double-elimination-chamber,2025-05-03,17,Smash Ult Double Elim,35
2496977,Sampai,806875,Locked Ink 4,tournament/locked-ink-4,2025-07-16,25,Ultimate Singles,36
2496977,Sampai,810274,VS Smack Down 12,tournament/vs-smack-down-12,2025-07-26,25,Ultimate Singles,37
2496977,Sampai,812694,VS Smack Down Finale,tournament/vs-smack-down-finale,2025-08-02,17,Ultimate Singles,48
2496977,Sampai,750278,Collision 2025,tournament/collision-2025-8,2025-08-22,0,Unknown,0
2496977,Sampai,827076,TGC WANTED #27,tournament/tgc-wanted-27,2025-09-13,9,Smash Ult Double Elim,33
2496977,Sampai,830760,BrookLAN Brawls #1000,tournament/brooklan-brawls-1000,2025-09-22,0,Unknown,0
2496977,Sampai,837723,Pace Esports Club Presents: The Smash Society! 2,tournament/pace-esports-club-presents-the-smash-society-2,2025-10-11,5,Ultimate Singles,13
2496977,Sampai,826613,Fusion+ #1 - The Fusion Supermajor,tournament/fusion-1-the-fusion-supermajor,2025-10-12,0,Unknown,0
2496977,Sampai,841214,TGC WANTED #32,tournament/tgc-wanted-32,2025-10-18,17,Smash Ult Double Elim,37
2496977,Sampai,846387,TGC WANTED #34,tournament/tgc-wanted-34,2025-11-08,17,Smash Ult Double Elim,28
1751957,Tendonitis,737156,Pace Smash Weekly Fall 2024 #8,tournament/pace-smash-weekly-fall-2024-8,2024-12-07,9,Ultimate Singles,19
1751957,Tendonitis,754779,Pace Smash Weekly Spring 2025 #1,tournament/pace-smash-weekly-spring-2025-1,2025-02-08,17,Ultimate Singles,26
1751957,Tendonitis,757685,Pace Smash Weekly Spring 2025 #2,tournament/pace-smash-weekly-spring-2025-2,2025-02-22,17,Ultimate Singles,23
1751957,Tendonitis,777770,Highland Masters 87,tournament/highland-masters-87,2025-04-11,9,Ultimate Singles,13
1751957,Tendonitis,832247,Pace Esports Club Presents: The Smash Society!,tournament/pace-esports-club-presents-the-smash-society,2025-09-27,7,Ultimate Singles,9
1751957,Tendonitis,837723,Pace Esports Club Presents: The Smash Society! 2,tournament/pace-esports-club-presents-the-smash-society-2,2025-10-11,7,Ultimate Singles,13
5083240,Titan,843470,NEW WAVE @ NXT Legaci Gaming,tournament/new-wave-nxt-legaci-gaming,2025-11-16,9,Smash Ultimate,16
979064,YajYaj,695079,Luminosity Makes BIG Moves 2025,tournament/luminosity-makes-big-moves-2025,2025-01-03,0,Unknown,0
979064,YajYaj,744547,12G Century Series: EXODUS,tournament/12g-century-series-exodus,2025-01-13,33,EXODUS - Ultimate Singles,141
979064,YajYaj,773076,Pace Smash Weekly Spring 2025 #4,tournament/pace-smash-weekly-spring-2025-4,2025-04-12,13,Ultimate Singles,23
979064,YajYaj,775244,Pace & SJU Present: Waypoint but BIGGER,tournament/pace-sju-present-waypoint-but-bigger,2025-04-26,0,Unknown,0
979064,YajYaj,795103,Waypoint Warriors 223,tournament/waypoint-warriors-223,2025-06-04,17,Smash Ultimate Singles,67
979064,YajYaj,798622,Waypoint Warriors 225,tournament/waypoint-warriors-225,2025-06-18,25,Smash Ultimate Singles,48
979064,YajYaj,804183,Game Night at Dave and Busters #60 $100 Bounty on Top 8,tournament/game-night-at-dave-and-busters-60-100-bounty-on,2025-07-03,17,Ultimate Singles,47
979064,YajYaj,815436,BrookLAN Brawls #121: A Smash Ultimate Weekly Series,tournament/brooklan-brawls-121-a-smash-ultimate-weekly-series,2025-08-11,3,BrookLAN Brawls #121 - Smash Ultimate Singles,26
979064,YajYaj,750278,Collision 2025,tournament/collision-2025-8,2025-08-22,0,Unknown,0
979064,YajYaj,824063,Game Night at Dave and Busters #64 $50 prize pool SSBU!!,tournament/game-night-at-dave-and-busters-64-50-prize-pool-ssbu,2025-09-04,17,Ultimate Singles,41
979064,YajYaj,828212,BrookLAN Brawls #125: A Smash Ultimate Weekly Series,tournament/brooklan-brawls-125-a-smash-ultimate-weekly-series,2025-09-15,7,BrookLAN Brawls #125 - Smash Ultimate Singles,13
979064,YajYaj,829318,TGC WANTED #28,tournament/tgc-wanted-28,2025-09-20,9,Smash Ult Double Elim,25
979064,YajYaj,830760,BrookLAN Brawls #1000,tournament/brooklan-brawls-1000,2025-09-22,33,BrookLAN Brawls #1000 - Smash Ultimate Singles,98
979064,YajYaj,831560,Waypoint Warriors 235,tournament/waypoint-warriors-235,2025-09-24,5,Smash Ultimate Singles,30
979064,YajYaj,832247,Pace Esports Club Presents: The Smash Society!,tournament/pace-esports-club-presents-the-smash-society,2025-09-27,3,Ultimate Singles,9
979064,YajYaj,837723,Pace Esports Club Presents: The Smash Society! 2,tournament/pace-esports-club-presents-the-smash-society-2,2025-10-11,3,Ultimate Singles,13
979064,YajYaj,826613,Fusion+ #1 - The Fusion Supermajor,tournament/fusion-1-the-fusion-supermajor,2025-10-12,33,Ultimate Singles,89
979064,YajYaj,841214,TGC WANTED #32,tournament/tgc-wanted-32,2025-10-18,17,Smash Ult Double Elim,37
979064,YajYaj,775637,Clip It V,tournament/clip-it-v,2025-10-26,7,Ultimate Doubles,10
979064,YajYaj,850098,Waypoint Warriors 241,tournament/waypoint-warriors-241,2025-11-12,25,Smash Ultimate Singles,40
979064,YajYaj,853697,Game Night at Dave and Busters #74 $100 Bounty on top 8,tournament/game-night-at-dave-and-busters-74-100-bounty-on-top-8,2025-11-20,17,Ultimate Singles,27
1445259,abc,737156,Pace Smash Weekly Fall 2024 #8,tournament/pace-smash-weekly-fall-2024-8,2024-12-07,3,Ultimate Singles,19
1445259,abc,741612,Wex Midvitational 2024 Ft. Bugs and Vivi,tournament/wex-midvitational-2024-ft-bugs-and-vivi,2024-12-31,4,Ultimate Singles,16
1445259,abc,752085,TGC WANTED #14,tournament/tgc-wanted-14,2025-02-01,5,Super Smash Bros. Ultimate: Singles,29
1445259,abc,754779,Pace Smash Weekly Spring 2025 #1,tournament/pace-smash-weekly-spring-2025-1,2025-02-08,3,Ultimate Singles,26
1445259,abc,757685,Pace Smash Weekly Spring 2025 #2,tournament/pace-smash-weekly-spring-2025-2,2025-02-22,5,Ultimate Singles,23
1445259,abc,762355,Sunset Radio #8,tournament/sunset-radio-8,2025-02-26,13,Ultimate Singles,28
1445259,abc,738402,Waypoint Warriors Returns,tournament/waypoint-warriors-returns,2025-03-12,25,Smash Ultimate Singles,66
1445259,abc,771069,Waypoint Warriors 214,tournament/waypoint-warriors-214,2025-04-02,17,Smash Ultimate Singles,52
1445259,abc,776268,Waypoint Warriors: Dany Vs Tristate,tournament/waypoint-warriors-dany-vs-tristate,2025-04-09,0,Unknown,0
1445259,abc,773076,Pace Smash Weekly Spring 2025 #4,tournament/pace-smash-weekly-spring-2025-4,2025-04-12,1,Ultimate Singles,23
1445259,abc,778963,Pace Smash Weekly Spring 2025 #5 - FINAL WEEKLY!,tournament/pace-smash-weekly-spring-2025-5-final-weekly,2025-04-19,7,Ultimate Singles,46
1445259,abc,775244,Pace & SJU Present: Waypoint but BIGGER,tournament/pace-sju-present-waypoint-but-bigger,2025-04-26,9,Singles,69
1445259,abc,797300,Waypoint Warriors 224,tournament/waypoint-warriors-224,2025-06-11,33,Smash Ultimate Singles,48
1445259,abc,813751,THE RETIRETATIONAL,tournament/the-retiretational,2025-08-17,4,UItimate Singles,11
1445259,abc,830760,BrookLAN Brawls #1000,tournament/brooklan-brawls-1000,2025-09-22,0,Unknown,0
1445259,abc,837723,Pace Esports Club Presents: The Smash Society! 2,tournament/pace-esports-club-presents-the-smash-society-2,2025-10-11,4,Ultimate Singles,13
3124851,ravioli,753404,GWeekly 85,tournament/gweekly-85,2025-02-02,25,Ultimate Singles 1v1,32
3124851,ravioli,831943,GWeekly 99,tournament/gweekly-99,2025-09-28,17,Ultimate Singles 1v1,37
708513,victory,727839,NPSC x Marist College: Crewsade,tournament/npsc-x-marist-college-crewsade,2024-11-25,3,Ultimate Singles,33
708513,victory,737156,Pace Smash Weekly Fall 2024 #8,tournament/pace-smash-weekly-fall-2024-8,2024-12-07,5,Ultimate Singles,19
708513,victory,695079,Luminosity Makes BIG Moves 2025,tournament/luminosity-makes-big-moves-2025,2025-01-03,0,Unknown,0
708513,victory,754779,Pace Smash Weekly Spring 2025 #1,tournament/pace-smash-weekly-spring-2025-1,2025-02-08,7,Ultimate Singles,26
708513,victory,749084,NPSC Presents: Jaymo's Randubs Roundup,tournament/npsc-presents-jaymo-s-randubs-roundup,2025-02-10,4,Ultimate Singles,31
708513,victory,757685,Pace Smash Weekly Spring 2025 #2,tournament/pace-smash-weekly-spring-2025-2,2025-02-22,9,Ultimate Singles,23
708513,victory,767415,Pace Smash Weekly Spring 2025 #3,tournament/pace-smash-weekly-spring-2025-3-1,2025-03-15,5,Ultimate Singles,16
708513,victory,771982,HoG: Shock 13.12,tournament/hog-shock-13-12,2025-03-25,13,Ultimate Singles,43
708513,victory,768820,($100 Pot Bonus) DankStep 8! A Celebratory Tournament!,tournament/100-pot-bonus-dankstep-8-a-celebratory-tournament,2025-03-31,0,Unknown,0
708513,victory,773076,Pace Smash Weekly Spring 2025 #4,tournament/pace-smash-weekly-spring-2025-4,2025-04-12,4,Ultimate Singles,23
708513,victory,775244,Pace & SJU Present: Waypoint but BIGGER,tournament/pace-sju-present-waypoint-but-bigger,2025-04-26,33,Singles,69
708513,victory,784265,TGC MOST WANTED: THE DOUBLE ELIMINATION CHAMBER,tournament/tgc-most-wanted-the-double-elimination-chamber,2025-05-03,5,Smash Ult Double Elim,35
708513,victory,821862,ContenderHV Smash #204,tournament/contenderhv-smash-204,2025-08-26,7,Ultimate Singles,19
708513,victory,832247,Pace Esports Club Presents: The Smash Society!,tournament/pace-esports-club-presents-the-smash-society,2025-09-27,1,Ultimate Singles,9
708513,victory,837723,Pace Esports Club Presents: The Smash Society! 2,tournament/pace-esports-club-presents-the-smash-society-2,2025-10-11,1,Ultimate Singles,13
708513,victory,841843,Pace Esports Club Presents: The Smash Society! 3,tournament/pace-esports-club-presents-the-smash-society-3,2025-10-25,2,Ultimate Singles,8
708513,victory,848440,Pace Esports Club Presents: The Smash Society! 4,tournament/pace-esports-club-presents-the-smash-society-4,2025-11-08,1,Ultimate Singles,11
708513,victory,850098,Waypoint Warriors 241,tournament/waypoint-warriors-241,2025-11-12,25,Smash Ultimate Singles,40
5044435,wushi,845367,No Jump 171: Free Entry For Costumed No Jumpers,tournament/no-jump-171-free-entry-for-costumed-no-jumpers,2025-11-01,13,Ultimate Singles,15
5044435,wushi,843869,Highland Masters 100,tournament/highland-masters-100,2025-11-07,49,Ultimate Singles ($150 POT BONUS!),85
5044435,wushi,846387,TGC WANTED #34,tournament/tgc-wanted-34,2025-11-08,17,Smash Ult Double Elim,28
5044435,wushi,852314,Midnight Mashers #214,tournament/midnight-mashers-214,2025-11-16,0,Unknown,0
5044435,wushi,843470,NEW WAVE @ NXT Legaci Gaming,tournament/new-wave-nxt-legaci-gaming,2025-11-16,13,Smash Ultimate,16
5044435,wushi,853250,Fate's Domain: Revival #54,tournament/fate-s-domain-revival-54,2025-11-19,17,Ultimate Singles,41
